No.,Time,Source,Service Data,Info,Length
4898,4.496977,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
4900,4.501293,dc:23:51:7d:96:27,408080000001ecd98452461c1fae16ae0d4e4700,ADV_NONCONN_IND,63
4901,4.502152,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
4903,4.50388,dc:23:51:7d:96:27,408080000001ecd98452461c1fae16ae0d4e4700,ADV_NONCONN_IND,63
4904,4.504739,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
4905,4.505598,dc:23:51:7d:96:27,408060000001ec0775a5f8d3fb93613c54bc4700,ADV_NONCONN_IND,63
4906,4.506468,dc:23:51:7d:96:27,408080000001ecd92290aceffdcf6ddb0a4e4700,ADV_NONCONN_IND,63
4907,4.507328,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
4908,4.508199,dc:23:51:7d:96:27,408060000001ec0775a5f8d3fb93613c54bc4700,ADV_NONCONN_IND,63
4910,4.509917,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
4911,4.51078,dc:23:51:7d:96:27,408060000001ec0775a5f8d3fb7531311886fdca,ADV_NONCONN_IND,63
4912,4.511638,dc:23:51:7d:96:27,408080000001ecd98452461c1fae16ae0d4e4700,ADV_NONCONN_IND,63
4913,4.512496,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
4914,4.513358,dc:23:51:7d:96:27,408060000001ec0775a5f8d3fb93613c54bc4700,ADV_NONCONN_IND,63
4916,4.51508,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
4917,4.515938,dc:23:51:7d:96:27,,ADV_NONCONN_IND[Malformed Packet],63
4918,4.516796,dc:23:51:7d:96:27,408080000001ecd98452461c1fae16ae0d4e4700,ADV_NONCONN_IND,63
4920,4.518527,dc:23:51:7d:96:27,408060000001ec0775a5f8d3fb93613c54bc4700,ADV_NONCONN_IND,63
4921,4.519385,dc:23:51:7d:96:27,408080000001ecd98452461c1fae16ae0d4e4700,ADV_NONCONN_IND,63
4922,4.520258,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
4923,4.521116,dc:23:51:7d:96:27,408060000001ec0775a5f8d3fb93613c54bc4700,ADV_NONCONN_IND,63
4924,4.521986,dc:23:51:7d:96:27,408080000001ecd98452461c1fae16de17ad1501,ADV_NONCONN_IND,63
4926,4.523703,dc:23:51:7d:96:27,408060000001ec0775a5f8d3fb93613c54bc4700,ADV_NONCONN_IND,63
4927,4.524573,dc:23:51:7d:96:27,408080000001ecd98452461c1fae16ae0d4e4700,ADV_NONCONN_IND,63
4928,4.525432,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
4929,4.526304,dc:23:51:7d:96:27,408060000001ec0775a5f8d3fb93613c54bc4700,ADV_NONCONN_IND,63
4930,4.527162,dc:23:51:7d:96:27,408080000001ecd984922cefb34d8d9458a03da3,ADV_NONCONN_IND,63
4931,4.530608,dc:23:51:7d:96:27,,ADV_NONCONN_IND[Malformed Packet],63
4932,4.531479,dc:23:51:7d:96:27,408060000001ec0775a5f8d3fb93613c54bc4700,ADV_NONCONN_IND,63
4933,4.532337,dc:23:51:7d:96:27,408080000001ecd98452461c1fae16ae0d4e4700,ADV_NONCONN_IND,63
4934,4.533209,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
4935,4.534067,dc:23:51:7d:96:27,408060000001ec0775a5f8d3fb93613c54bc4700,ADV_NONCONN_IND,63
4936,4.534925,dc:23:51:7d:96:27,408080000001ecd98452461c1fae16ae0d4e4700,ADV_NONCONN_IND,63
4937,4.535789,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
4938,4.536647,dc:23:51:7d:96:27,408060000001ec0775a5f8d3fb93613c54bc4700,ADV_NONCONN_IND,63
4939,4.537505,dc:23:51:7d:96:27,408080000001ecd98452461c1fae16ae0d4e4700,ADV_NONCONN_IND,63
4940,4.538377,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
4941,4.539235,dc:23:51:7d:96:27,408060000001ec0775a5f8d3fb93613c54bc4700,ADV_NONCONN_IND,63
4942,4.542693,dc:23:51:7d:96:27,408080000001ecd98452461c1fae16ae0d4e4700,ADV_NONCONN_IND,63
4943,4.543552,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
4944,4.544423,dc:23:51:7d:96:27,408060000001ec0775a5f8d3fb93613c54bc4700,ADV_NONCONN_IND,63
4945,4.545288,dc:23:51:7d:96:27,408080000001ecd98452461c1fae16ae0d4e4700,ADV_NONCONN_IND,63
4950,4.548734,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
4951,4.549606,dc:23:51:7d:96:27,408060000001ec0775a5f8d3fb93613c4c96777a,ADV_NONCONN_IND,63
4952,4.550463,dc:23:51:7d:96:27,408080000001ecd98452461c1fae16ae0d4e4700,ADV_NONCONN_IND,63
4953,4.551335,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
4954,4.552193,dc:23:51:7d:96:27,408060000001ec0775a5f8d3fb93613c54bc4700,ADV_NONCONN_IND,63
4956,4.556497,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
4957,4.557356,dc:23:51:7d:96:27,408060000001ec0775a5f8d3fb93613c54bc4700,ADV_NONCONN_IND,63
4958,4.558219,dc:23:51:7d:96:27,408080000001ecd98452461c1fae16ae0d4e4700,ADV_NONCONN_IND,63
4959,4.559078,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
4960,4.559936,dc:23:51:7d:96:27,408060000001ec0775a5f8d3fb93613c54bc4700,ADV_NONCONN_IND,63
4961,4.560796,dc:23:51:7d:96:27,408080000001ecd9845206eff0c7a5da52b9abbe,ADV_NONCONN_IND,63
4962,4.561654,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
4963,4.562513,dc:23:51:7d:96:27,408060000001ec0775a5f8d3fb93613c54bc4700,ADV_NONCONN_IND,63
4964,4.563373,dc:23:51:7d:96:27,408080000001ecd98452461c1fae16ae0d4e4700,ADV_NONCONN_IND,63
4968,4.566814,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
4969,4.567685,dc:23:51:7d:96:27,408060000001ec0775a5f8d3fb93613c54bc4700,ADV_NONCONN_IND,63
4970,4.568543,dc:23:51:7d:96:27,408080000001ecd98452461c1fae16ae0d4e4700,ADV_NONCONN_IND,63
4971,4.569401,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
4972,4.570274,dc:23:51:7d:96:27,408060000001ec0775a5f8d3fb93613c54bc4700,ADV_NONCONN_IND,63
4973,4.573719,dc:23:51:7d:96:27,408080000001ecd98452461c1fae16ae0d4e4700,ADV_NONCONN_IND,63
4974,4.574589,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
4975,4.575447,dc:23:51:7d:96:27,408060000001ec0775a5f8d3fb93613c54bc4700,ADV_NONCONN_IND,63
4976,4.576318,dc:23:51:7d:96:27,408080000001ecd98452461c1fae16ae0d4e4700,ADV_NONCONN_IND,63
4977,4.577177,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
4978,4.578035,dc:23:51:7d:96:27,408060000001ec0775a5f8d3fb93613c54bc4700,ADV_NONCONN_IND,63
4980,4.579764,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
4981,4.580623,dc:23:51:7d:96:27,408060000001ec0775a5f8d3fb93613c54bc4700,ADV_NONCONN_IND,63
4982,4.581493,dc:23:51:7d:96:27,408080000001ecd98452461c1fae16ae0d4e4700,ADV_NONCONN_IND,63
4983,4.582353,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
4984,4.583225,dc:23:51:7d:96:27,408060000001ec0775a5f8d3fb93613c54bc4700,ADV_NONCONN_IND,63
4985,4.584082,dc:23:51:7d:96:27,408080000001ecd98452461c1fae16ae0d4e4700,ADV_NONCONN_IND,63
4993,4.591822,dc:23:51:7d:96:27,408080000001ecd98452461c1fae16ae0d4e4700,ADV_NONCONN_IND,63
4994,4.592695,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
4998,4.595284,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
4999,4.596142,dc:23:51:7d:96:27,408060000001ec0775a5f8d3fb93613c54bc4700,ADV_NONCONN_IND,63
5002,4.59873,dc:23:51:7d:96:27,408060000001ec0775a5f8d3fb93613c54bc47f8,ADV_NONCONN_IND,63
5003,4.599599,dc:23:51:7d:96:27,408080000001ecd98452461c1fae16ae0da23da7,ADV_NONCONN_IND,63
5004,4.600458,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
5005,4.60133,dc:23:51:7d:96:27,408060000001ec0775a5f8d3fb93613c54bc4700,ADV_NONCONN_IND,63
5006,4.604776,dc:23:51:7d:96:27,,ADV_NONCONN_IND[Malformed Packet],63
5007,4.605634,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
5008,4.606505,dc:23:51:7d:96:27,408060000001ec0775a5f8d3fb93613c54bc4700,ADV_NONCONN_IND,63
5009,4.607363,dc:23:51:7d:96:27,408080000001ecd98452461c1fae16ae0d4e4700,ADV_NONCONN_IND,63
5010,4.608235,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
5011,4.611673,dc:23:51:7d:96:27,408060000001ec0775a5f8d3fb93613c54bc4700,ADV_NONCONN_IND,63
5012,4.612531,dc:23:51:7d:96:27,408080000001ecd98452461c1fae16ae0d4e4700,ADV_NONCONN_IND,63
5013,4.613403,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
5014,4.614261,dc:23:51:7d:96:27,408060000001ec0775a5f8d3fb93613c54bc4700,ADV_NONCONN_IND,63
5015,4.615131,dc:23:51:7d:96:27,408080000001ecd98452461c1fae16ae0d4e4700,ADV_NONCONN_IND,63
5016,4.61599,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
5017,4.616848,dc:23:51:7d:96:27,40806000c48dd217e02567d67c55143354bc4700,ADV_NONCONN_IND,63
5018,4.617719,dc:23:51:7d:96:27,4080784ecd61e13072962db5d28317ae0d4e4700,ADV_NONCONN_IND,63
5019,4.618578,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
5020,4.61945,dc:23:51:7d:96:27,408060000001ec0775a5f8d3fb93613c54bc4700,ADV_NONCONN_IND,63
5021,4.620315,dc:23:51:7d:96:27,408080000001ecd98452461c1fae16ae0d4e4700,ADV_NONCONN_IND,63
5022,4.621173,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
5024,4.625489,dc:23:51:7d:96:27,408080000001ecd98452461c1fae16ae0d4e4700,ADV_NONCONN_IND,63
5025,4.626361,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
5026,4.627219,dc:23:51:7d:96:27,408060000001ec0775a5f8d3fb93613c54bc4700,ADV_NONCONN_IND,63
5027,4.628076,dc:23:51:7d:96:27,408080000001ecd98452461c1fae16ae0d4e4700,ADV_NONCONN_IND,63
5028,4.628945,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
5029,4.629804,dc:23:51:7d:96:27,,ADV_NONCONN_IND[Malformed Packet],63
5031,4.631523,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
5032,4.632382,dc:23:51:7d:96:27,408060000001ec0775a5f8d3fb93613c54bc4700,ADV_NONCONN_IND,63
5034,4.634104,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
5035,4.637539,dc:23:51:7d:96:27,408060000001ec0775a5f8d3fb93613c54bc4700,ADV_NONCONN_IND,63
5036,4.638399,dc:23:51:7d:96:27,408080000001ecd98452461c1fae16ae55a13da3,ADV_NONCONN_IND,63
5037,4.639258,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
5038,4.640123,dc:23:51:7d:96:27,408060000001ec0775a5f8d3fb93613c54bc4700,ADV_NONCONN_IND,63
5039,4.640981,dc:23:51:7d:96:27,408080000001ecd98452461c1fae16ae0d4e4700,ADV_NONCONN_IND,63
5040,4.64184,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
5041,4.642711,dc:23:51:7d:96:27,408060000001ec0775a5f8d3fb93613c54bc4700,ADV_NONCONN_IND,63
5042,4.643569,dc:23:51:7d:96:27,408080000001ecd98452461c1fae16ae0d4e4700,ADV_NONCONN_IND,63
5043,4.644428,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
5046,4.647029,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
5050,4.649615,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
5053,4.652203,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
5054,4.653062,dc:23:51:7d:96:27,408060000001ec0775a5f8d3fb93613c54bc4700,ADV_NONCONN_IND,63
5055,4.653932,dc:23:51:7d:96:27,408080000001ecd98452461c1fae16ae0d4e4700,ADV_NONCONN_IND,63
5056,4.654791,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
5057,4.655649,dc:23:51:7d:96:27,408060000001ec0775a5f8d3fb93613c54bc4700,ADV_NONCONN_IND,63
5058,4.65652,dc:23:51:7d:96:27,408080000001ecd98452461c1fae16ae0d4e4700,ADV_NONCONN_IND,63
5059,4.657379,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
5060,4.658251,dc:23:51:7d:96:27,408060000001ec0775a5f8d3fb93613c54bc4700,ADV_NONCONN_IND,63
5062,4.662548,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
5063,4.66341,dc:23:51:7d:96:27,408060000001ec0775a5f8d3fb93613c54bc4700,ADV_NONCONN_IND,63
5064,4.664268,dc:23:51:7d:96:27,408080000001ecd98452461c1fae16ae0d4e4700,ADV_NONCONN_IND,63
5065,4.665131,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
5066,4.66599,dc:23:51:7d:96:27,408060000001ec0775a5f8d3fb93613c54bc4700,ADV_NONCONN_IND,63
5067,4.666847,dc:23:51:7d:96:27,40808000cc60eb2363aaee5f3ce79eed0d4e4700,ADV_NONCONN_IND,63
5068,4.66772,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
5069,4.668578,dc:23:51:7d:96:27,408060000001ec0775a5f8d3fb93613c54bc4700,ADV_NONCONN_IND,63
5070,4.669437,dc:23:51:7d:96:27,408080000001ecd98452461c1fae16ae0d4e4700,ADV_NONCONN_IND,63
5071,4.67031,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
5072,4.671168,dc:23:51:7d:96:27,408060000001ec0775a5f8d3fb93613c54bc4700,ADV_NONCONN_IND,63
5073,4.674625,dc:23:51:7d:96:27,408080000001ecd98452461c1fae16ae0d4e4700,ADV_NONCONN_IND,63
5074,4.675484,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
5075,4.676356,dc:23:51:7d:96:27,408060000001ec0775a5f8d3fb93613c54bc4700,ADV_NONCONN_IND,63
5076,4.677215,dc:23:51:7d:96:27,408080000001ecd98452461c1fae16ae0d4e4700,ADV_NONCONN_IND,63
5077,4.678073,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
5078,4.681532,dc:23:51:7d:96:27,408060000001ec0775a5f8d3fb93613c54bc4700,ADV_NONCONN_IND,63
5079,4.682389,dc:23:51:7d:96:27,408080000001ecd98452461c1fae16ae0d4e4700,ADV_NONCONN_IND,63
5080,4.683261,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
5083,4.685842,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
5084,4.686699,dc:23:51:7d:96:27,40806000c08dd257311d866f6378613259bc4700,ADV_NONCONN_IND,63
5085,4.687558,dc:23:51:7d:96:27,408080000001ecd98452461c1fae16ae0d4e4700,ADV_NONCONN_IND,63
5086,4.688429,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
5087,4.689287,dc:23:51:7d:96:27,408060000001ec0775a5f8d3fb93613c54bc4700,ADV_NONCONN_IND,63
5088,4.690157,dc:23:51:7d:96:27,408080000001ecd98452461c1fae16ae0d4e4700,ADV_NONCONN_IND,63
5092,4.6962,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
5093,4.697071,dc:23:51:7d:96:27,408060000001ec0775a5f8d3fb93613c54bc4700,ADV_NONCONN_IND,63
5094,4.697928,dc:23:51:7d:96:27,408080000001ecd98452461c1fae16ae0d4e4700,ADV_NONCONN_IND,63
5096,4.702245,dc:23:51:7d:96:27,408060000001ec0775a5f8d3fb93613c54bc4700,ADV_NONCONN_IND,63
5097,4.703102,dc:23:51:7d:96:27,408080000001ecd98452461c1fae16ae0d4e4700,ADV_NONCONN_IND,63
5098,4.703971,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
5099,4.70483,dc:23:51:7d:96:27,408060000001d457a13fa2c3909403129c844700,ADV_NONCONN_IND,63
5100,4.708271,dc:23:51:7d:96:27,408080000001ecd98452461c1fae16ae0d4e4700,ADV_NONCONN_IND,63
5104,4.711707,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
5105,4.712565,dc:23:51:7d:96:27,408060000001ec0775a5f8d3fb93613c54bc4700,ADV_NONCONN_IND,63
5106,4.713425,dc:23:51:7d:96:27,408080000001ecd98452461c1fae16ae0d4e4700,ADV_NONCONN_IND,63
5107,4.714284,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
5108,4.717737,dc:23:51:7d:96:27,408060000001ec0775a5f8d3fb93613c54bc77f8,ADV_NONCONN_IND,63
5109,4.718595,dc:23:51:7d:96:27,,ADV_NONCONN_IND[Malformed Packet],63
5110,4.719454,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
5111,4.720326,dc:23:51:7d:96:27,408060000001ec0775a5f8d3fb93613c54bc4700,ADV_NONCONN_IND,63
5112,4.721184,dc:23:51:7d:96:27,408080000001ecd98452461c1fae16ae0d4e4700,ADV_NONCONN_IND,63
5113,4.724641,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
5116,4.727229,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
5117,4.728088,dc:23:51:7d:96:27,408060000001ec0775a5f8d3fb93613c54bc4700,ADV_NONCONN_IND,63
5118,4.728958,dc:23:51:7d:96:27,408080000001ecd98452461c1fae16ae0d4e4700,ADV_NONCONN_IND,63
5119,4.729817,dc:23:51:7d:96:27,,ADV_NONCONN_IND[Malformed Packet],63
5120,4.730675,dc:23:51:7d:96:27,408060000001ec0775a5f8d3fb93613c54bc4700,ADV_NONCONN_IND,63
5121,4.731546,dc:23:51:7d:96:27,408080000001ecd98452461c1fae16ae0d4e4700,ADV_NONCONN_IND,63
5122,4.732405,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
5123,4.733277,dc:23:51:7d:96:27,408060000001ec0775a5f8d3fb93613c54bc4700,ADV_NONCONN_IND,63
5125,4.737574,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
5126,4.738436,dc:23:51:7d:96:27,408060000001ec0775a5f8d3fb93613c54bc4700,ADV_NONCONN_IND,63
5127,4.739294,dc:23:51:7d:96:27,408080000001ecd98452461c1fae16ae0d4e4700,ADV_NONCONN_IND,63
5128,4.740158,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
5130,4.741874,dc:23:51:7d:96:27,408080000001ecd98452461c1fae16ae0d4e47a0,ADV_NONCONN_IND,63
5131,4.742746,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
5132,4.743605,dc:23:51:7d:96:27,408060000001ec0775a5f8d3fb93613c54bc4700,ADV_NONCONN_IND,63
5133,4.744462,dc:23:51:7d:96:27,408080000001ecd98452461c1fae16ae0d4e4700,ADV_NONCONN_IND,63
5134,4.745335,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
5135,4.746194,dc:23:51:7d:96:27,408060000001ec0775a5f8d3fb93613c54bc4700,ADV_NONCONN_IND,63
5136,4.747064,dc:23:51:7d:96:27,408080000001ecd98452461c1fae16ae0d4e4700,ADV_NONCONN_IND,63
5137,4.747923,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
5141,4.751382,dc:23:51:7d:96:27,408060000001ec0775a5f8d3fb93613c54bc4700,ADV_NONCONN_IND,63
5142,4.752241,dc:23:51:7d:96:27,408080000001ecd98452461c1fae16ae0d4e4700,ADV_NONCONN_IND,63
5146,4.755686,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
5147,4.756557,dc:23:51:7d:96:27,408060000001ec0775a5f8d3fb93613c54bc4700,ADV_NONCONN_IND,63
5148,4.757414,dc:23:51:7d:96:27,408080000001ecd98452461c1fae16ae0d4e4700,ADV_NONCONN_IND,63
5149,4.758286,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
5150,4.759145,dc:23:51:7d:96:27,408060000001ec0775a5f8d3fb93613c54bc4700,ADV_NONCONN_IND,63
5151,4.762583,dc:23:51:7d:96:27,,ADV_NONCONN_IND[Malformed Packet],63
5152,4.763454,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
5153,4.764312,dc:23:51:7d:96:27,408060000001ec0775a5f8d3fb93613c54bc4700,ADV_NONCONN_IND,63
5154,4.765182,dc:23:51:7d:96:27,408080000001ecd98452461c1fae16ae0d4e4700,ADV_NONCONN_IND,63
5158,4.771225,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
5159,4.772096,dc:23:51:7d:96:27,408060000001ec0775a5f8d3fb93613c54bc4700,ADV_NONCONN_IND,63
5160,4.775541,dc:23:51:7d:96:27,408080000001ecd98452461c1fae16ae0d4e4700,ADV_NONCONN_IND,63
5161,4.776412,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
5162,4.777271,dc:23:51:7d:96:27,408060000001ec0775a5f8d3fb93613c54bc4700,ADV_NONCONN_IND,63
5163,4.778127,dc:23:51:7d:96:27,408080000001ecd98452461c1fae16ae0d4e4700,ADV_NONCONN_IND,63
5165,4.779855,dc:23:51:7d:96:27,408060000001ec0775a5f8d3fb93613c54bc4700,ADV_NONCONN_IND,63
5166,4.780713,dc:23:51:7d:96:27,408080000001ecd98452461c1fae16d657e43f00,ADV_NONCONN_IND,63
5167,4.781575,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
5168,4.782433,dc:23:51:7d:96:27,408060000001ec0775a5f8d3fb93613c54bc4700,ADV_NONCONN_IND,63
5169,4.783296,dc:23:51:7d:96:27,408080000001ecd98452461c1fae16ae0d4e4700,ADV_NONCONN_IND,63
5170,4.789309,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
5171,4.790175,dc:23:51:7d:96:27,,ADV_NONCONN_IND[Malformed Packet],63
5173,4.791891,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
5174,4.792763,dc:23:51:7d:96:27,408060000001ec0775a5f8d3fb93613c54bc4700,ADV_NONCONN_IND,63
5175,4.79362,dc:23:51:7d:96:27,408080000001ecd98452461c1fae16ae0d4e4700,ADV_NONCONN_IND,63
5176,4.794479,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
5179,4.799666,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
5180,4.800525,dc:23:51:7d:96:27,408060000001ec0775a5f8d3fb93613c54bc4700,ADV_NONCONN_IND,63
5181,4.801396,dc:23:51:7d:96:27,408080000001ecd98452461c1fae16ae0d4e4700,ADV_NONCONN_IND,63
5184,4.806571,dc:23:51:7d:96:27,408080000001ecd98452461c1fae16ae0d4e4700,ADV_NONCONN_IND,63
5185,4.807431,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
5186,4.808302,dc:23:51:7d:96:27,408060000001ec0775a5f8d3fb93613c54bc4700,ADV_NONCONN_IND,63
5187,4.80916,dc:23:51:7d:96:27,408080000001ecd98452461c1fae16ae0d4e4700,ADV_NONCONN_IND,63
5188,4.810019,dc:23:51:7d:96:27,,ADV_NONCONN_IND,63
5189,4.810883,dc:23:51:7d:96:27,408060000001ec0775a5f8d3fb93613c54bc4700,ADV_NONCONN_IND,63
